text,category,target,source,source_url
"I have before me a pertinent report from the United States General Accounting Office: National Aero-Space Plane: Restructuring Future Research and Development Efforts December 1992 Report number GAO/NSIAD-93-71 In the back it lists the following related reports: NASP: Key Issues Facing the Program (31 Mar 92) GAO/T-NSIAD-92-26 Aerospace Plane Technology: R&D Efforts in Japan and Australia (4 Oct 91) GAO/NSIAD-92-5 Aerospace Plane Technology: R&D Efforts in Europe (25 July 91) GAO/NSIAD-91-194 Aerospace Technology: Technical Data and Information on Foreign Test Facilities (22 Jun 90) GAO/NSIAD-90-71FS Investment in Foreign Aerospace Vehicle Research and Technological Development Efforts (2 Aug 89) GAO/T-NSIAD-89-43 NASP: A Technology Development and Demonstration Program to Build the X-30 (27 Apr 88) GAO/NSIAD-88-122 On the inside back cover, under ""Ordering Information"" it says ""The first copy of each GAO report is free. . . . Orders may also be placed by calling (202)275-6241 "" Dani",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"And why are we in Somalia? When right across the Gulf of Aden are some of the wealthiest Arab nations on the planet? Why does the US always become the point man for this stuff? I don't mind us helping out; but what invariably happens is that everybody expects us to do most of the work and take most of the risks, even when these events are occuring in other people's back yards, and they have the resources to deal with them quite well, thank you. I mean, it's not like either Serbia, or Somalia represent some overwhelming military force that their neighbors can't handle. Nor are the logistics a big deal -- it's a lot bigger logistical challenge to get troops and supplies from New York to Somalia, than from Saudi Arabia; harder to go from Texas to Serbia, than Turkey or Austria to Serbia.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I agree with the body of your post, but please reconsider your phrasing here. I think these ideas are selfish AND rational, which is commendable. Don't give selfishness a bad rap. If we were all selfless there would be no moral reason NOT to have a draft. It [the draft] is the ultimate in mindlessly serving your fellow man with no thought to the importance of the self.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hello, I understand this philosophy. The bears are a national treasure, the area is their sanctuary and people who enter it do so at their own risk. It is better that that rare human be killed by a bear than that bears be provoked or shot by unbear-savvy visitors. The bears aren't having a population explosion, humans are so it is better that a human be killed than endanger the bears. I don't agree with this philosopy, but I understand it. The psychos are a bit different. They are not a national treasure but I suppose the decision has been made that to ""allow"" provision for defense against them would also ""allow"" provision for defense against bears. Again, I suppose it has been decided that it is better for the rare human to be killed by a psycho than to take a chance on threatening the bears. Personally, I wouldn't go into an area where I would be ""managed"" so as to reduce my safety ..... but ... come to think of it I guess I live in a managed wilderness myself :-)",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Actually the most flexible way to create temp files is to check for a TEMP or TMP environment variable and create the files on the drive and directory pointedto by the variable. This is pretty much a standard for DOS, Windows and OS/2 applications. -- What I have to say is my own opinion and has no bearing on any other person or organization including my employer.",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I do read Av Week and don't remember this. Could you supply the date of the magazine? As for C-17 vs. C-5 , the C-17 can't carry as much but has more capability ( read : can land at smaller airfields of which there are more of ) than the C-5. Now is the C-17 pork? It depends on whether your job relies on it or not. :) In California right now, I would say that it is not pork since due to peace dividend so many people are out of work. Huh? Shouldn't that read ""The question is whether a social-pork happy Les Aspin and Clinton will be able to face down a jobs-pork happy Congress.""",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Steve I'm glad to see that you abandoned the preamble thing. What; did you do a word search to find Welfare somewhere else in the constitution? [my comments and paraphrases in brackets] Article I Section 8: [in some ways the guts of the constitution] The Congress shall have the Power: 1. To lay and collect Taxes, Duties, Imposts and Excises, to pay the Debts [indebtedness as defined in the document] and provide for the common Defence [Defence as precisely defined] and general Welfare [as defined through the document, mostly in ways [that limit the government.] of the United States; [but the above taxes shall be uniform through- [out the U.S.] [so far the congress has been given the power to collect taxes uniformly] [ then ... ] 2. To borrow Money [...] 3. To regulate Commerce with foreign Nations, [interstate and Indian tribes] 4. To [do uniform Naturalization and Bankruptcies] 5. To coin Money, regulate the Value thereof, and [etc.] 6. To [punish counterfeiters] 7. To establish Post Offices and post Roads 8. To [provide patents and copyrights] 9. To constitute Tribunals inferior to the Supreme Court; 10. To define and punish Piracies and [etc.] 11. To declare War, [and etc.] 12. To raise and support Armies,[but for no longer than two years at a stretch] 13. To provide and maintain a Navy, [notice no time limit on this one] 14. To [make the rules for the army and navy] 15. To provide for calling forth the Militia to execute the Laws [etc.] 16. To provide for [training of the army except for some state stuff] 17. To exercise exclusive Legislation [in D.C] 18. To make all Laws [necessary to execute the foregoing ""Powers""]. Your original instinct was right. Looking to other nations for precedents that support an expansive liberal agenda is much easier than looking to the slim pickins found in the constitution.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"> > I am looking for an algorithm to determine if a given point is bound by a > polygon. Does anyone have any such code or a reference to book containing > information on the subject ? > > Regards > > Simon > /* +-------------------------------------------------------------------+ | | | Function : PuntBinnenPolygoon | | | +-------------------------------------------------------------------+ | | | Auteur : Cornelis Wessels | | | | Datum : 11-01-1993 | | | | Omschrijving: Bepaalt of de aangeboden VECTOR2D p binnen of op de | | rand van het polygoon P valt. | | | +-------------------------------------------------------------------+ | | | Wijzigingen : - | | | +-------------------------------------------------------------------+ */ CLIBSTATUS PuntBinnenPolygoon ( POLYGOON *P, VECTOR2D *p ) { VECTOR2D o, v, w; INDEX aantal_snijpunten, N, n; aantal_snijpunten = 0; N = GeefPolygoonLengte(P); GeefPolygoonRandpunt ( P, N, &o ); for ( n=1; n<=N; n++ ) { GeefPolygoonRandpunt ( P, n, &v ); if ( o.x >= p->x && v.x < p->x || o.x < p->x && v.x >= p->x ) { w.x = p->x; InterpoleerLineair ( &o, &v, &w ); if ( w.x == p->x && w.y == p->y ) return(CLIBSUCCES); else if ( w.y > p->y ) aantal_snijpunten++; } KopieerVector2d ( &v, &o ); } if ( aantal_snijpunten%2 == 0 ) return(CLIBERBUITEN); else return(CLIBSUCCES); }",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Replying to A.J. Teel: Well, the two nifty letters giving concrete proof that the Income Tax is voluntary and giving specific procedures for stopping withholding, et cetera have been out there for a while now. Humbug. Those letters don't provide ""concrete proof"" of anything at all in the absence of any case law that demonstrates the method will actu- ally work for ordinary people in everyday situations. Specifically, show us some case law in which the courts have ruled that income tax is illegal and/or that ordinary working types do not have to pay income tax (and that they can legally avoid paying income tax with- out declaring themselves to be churches or some such silliness). This issue is sufficiently important that I think we have a right to expect something squarely on point from the US Supreme Court (in the case of federal tax) or a state's supreme court (for a state's income tax). Unless you can do that, I for one am unwilling to call your material ""concrete proof"". There has been no refutation to date. Have the nay-sayers finally given up as defeated? Sure would like to hear their reasons for disbelief at this point. Refutation?? Refutation of what? You haven't made a case yet. You've posted plenty of claims, but you haven't given us any valid reason to believe that any court in the US will agree with you. Your claims seem on the surface to deviate so radically from the legal mainstream that I feel the burden of proof is still on =you= to show that your arguments have any merit whatsoever. And the cases you've cited involve such strange situations that I see no reason to assume that the rulings are applicable to anyone else, or that they will ultimately stand on appeal to the Supreme Court. Why can't you just cite us a case in which Joe Schmoe, a regular employee earning regular wages from a regular company, refuses to pay his income tax, gets hauled into court, is convicted of wilful tax eva- sion, and then has his conviction overturned by the US Supreme Court with a landmark 7-2 majority ruling that income tax is indeed totally voluntary? What, you say? No such case exists? Hmmm, I wonder why not; why haven't you? Shall I conclude that the point has been received and the opposition has forfeited the field? With all due respect, you can conclude anything you want. I just hope, for your own sake, that you don't conclude that anyone in a position of authority in the United States or any legitimate or illegitimate polit- ical subdivision thereof is going to agree with your conclusions. For that matter, I confess I'm thoroughly confused as to =why= you would be looking for court rulings in your favor anyway -- since I thought you told us earlier that every court in the US has been in cahoots with big banking interests since the 1938 ""admiralty jurisdiction"" coverup thing. Do you honestly expect us to believe that they'd go to all the trouble to subvert the system, and yet would still promptly slink back into their burrows in the face of anyone who knew enough to invoke the right combination of magic spells and mystic mumbo-jumbo? Not only that, but why do you even =care= what the US courts say anyway? Didn't you tell us a while back that you've disavowed all attempts by US officials to classify you as a ""14th Amendment federal citizen""? When the FBI comes to haul you away for tax evasion, why don't you just tell them they're out of their jurisdiction and should go back to Washington, D.C., where they belong? Or maybe we should all just go back to mediaeval common law, which you suggested would be better than all these statutes, codes, and the like. If you want to renounce society's legal framework, fine; we can just declare you an outlaw, OK?, and anyone who sees you driving on the roads with no license plate on your car and no driver's license in your wallet can just take you like a game animal and stew you for their supper (with plenty of veggies and a pinch of salt, but WITHOUT PREJUDICE UCC 1-207). Sorry, everyone, it's getting late, and I'm sick and tired of all this garbage. If I know what's good for me, I'll just clam up and stop try- ing to refute this nonsense, and if anyone falls for it and winds up in jail for tax evasion or what-not, it'll be on their own head. Needless to say, none of the above represents the opinions of my current employer -- who, in any case, is a Canadian and doesn't really need to care too much about US tax law. I, on the other hand, am a ""14th Amend- ment federal citizen"", with a US passport to prove it, and plan to keep on filing Form 1040's for the foreseeable future (though I will probably not owe any US income tax due to the foreign earned income exclusion and/or the foreign tax credit).",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
">I guess that you are a person who dislikes contact with >people of ethnic minority. However, your argument again falls >flat on its face. You state that you, under an >anti-discrimination bill, would be forced to associate with >others [homosexuals, I assume] against your will. How do you >know that you do not associate with them now, except they may >be closeted? Would you like to change your argument to read >""forced to associate with truthfully homosexual people >against my will""? You have no proof that anyone you now know >may not be homosexual and this punches a large hole in your >argument. Is it your belief that a homosexual comes in only >one flavour (sic) and that is the camp mincing type? Prove >it. You cannot. You are quite incoherent. Perhaps YOU should be forced to associate with some people against YOUR will. I think a nice large group of skinheads in a locked basement for 12 hours will wonderfully educate you. After all, as you don't believe in Freedom Of Asscoiation, you can't complain can you. Bloody turdlet ... -- There are actually people that STILL believe Love Canal was some kind of environmental disaster. Weird, eh?",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"# |# # Can someone tell me why when Mr. Cramer spouts on about homosexuals, # |# # he only addresses homosexual men, and never, in any post I've read, # |# # addressed lesbians? # |# # |# I can't really speak for Mr. Cramer here, but I can say that a # |# homosexual [male] is an entirely different animal than a lesbian. # |# There is virtually nothing that is analogous or related between the # |# aberrant behaviors practiced by these two groups of deviants. # # Obviously. A homosexual male is of the XY chromosome pair and the lesbian # is of XX. Besides, what does that have to do with the price of eggs? Since # Mr Cramer is _very_ straight, he most probably gets off to the thought of # lesbians, like the majority of adolescent males. # # |# The views expressed herein are | Theodore A. Kaldis # | Adda Wainwright | Does dim atal y llanw! 8o) | I hate to disappoint you, but that's not the case. I don't ""get off"" on lesbian sex, nor am I an adolescent. Now, when I was an adolescent, I believed that homosexuals were just like everyone else. But I've learned since then.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"How hard or easy would it be to have a combo mission such as a solar sail on the way out to the outer planets, but once in near to orbit to use more normal means.. Seems that everyone talks about using one system and one system only per mission, why not have more than one propulsion system? Or did I miss something.. ?? or did it die in committee? == Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"BM] Gimme a break. CAPITAL letters, or NOT, the above is pure nonsense. BM] It seems to me that short sighted Armenians are escalating the hostilities ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ The winding down of winter puts you in a heavy 'Arromdian' mood? I'll see if I can get our dear ""Mehmetcik"" to write you a letter giving you and your criminal handlers at the ASALA/SDPA/ARF Terrorism and Revisionism Triangle some military pointers, like how to shoot armed adult males instead of small Muslim children and pregnant women. Source: 'The Times,' 3 March 1992 MASSACRE UNCOVERED.... By ANATOL LIEVEN, More than sixty bodies, including those of women and children, have been spotted on hillsides in Nagorno-Karabakh, confirming claims that Armenian troops massacred Azeri refugees. Hundreds are missing. Scattered amid the withered grass and bushes along a small valley and across the hillside beyond are the bodies of last Wednesday's massacre by Armenian forces of Azerbaijani refugees. From that hill can be seen both the Armenian-controlled town of Askeran and the outskirts of the Azerbaijani military headquarters of Agdam. Those who died very nearly made it to the safety of their own lines. We landed at this spot by helicopter yesterday afternoon as the last troops of the Commonwealth of Independent states began pulling out. They left unhindered by the warring factions as General Boris Gromov, who oversaw the Soviet withdrawal from Afghanistan, flew to Stepanakert to ease their departure. A local truce was enforced to allow the Azerbaijaines to collect their dead and any refugees still hiding in the hills and forest. All the same, two attack helicopters circled continuously the nearby Armenian positions. In all, 31 bodies could be counted at the scene. At least another 31 have been taken into Agdam over the past five days. These figures do not include civilians reported killed when the Armenians stormed the Azerbaijani town of Khodjaly on Tuesday night. The figures also do not include other as yet undiscovered bodies Zahid Jabarov, a survivor of the massacre, said he saw up to 200 people shot down at the point we visited, and refugees who came by different routes have also told of being shot at repeatedly and of leaving a trail of bodies along their path. Around the bodies we saw were scattered possessions, clothing and personnel documents. The bodies themselves have been preserved by the bitter cold which killed others as they hid in the hills and forest after the massacre. All are the bodies of ordinary people, dressed in the poor, ugly clothing of workers. Of the 31 we saw, only one policeman and two apparent national volunteers were wearing uniform. All the rest were civilians, including eight women and three small children. TWO GROUPS, APPARENTLY FAMILIES, HAD FALLEN TOGETHER, THE CHILDREN CRADLED IN THE WOMEN'S ARMS. SEVERAL OF THEM, INCLUDING ONE SMALL GIRL, HAD TERRIBLE HEAD INJURIES: ONLY HER FACE WAS LEFT. SURVIVORS HAVE TOLD HOW THEY SAW ARMENIANS SHOOTING THEM POINT BLANK AS THEY LAY ON THE GROUND. Serdar Argic",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Ten Questions about arab countries ---------------------------------- I would be thankful if any of you who live in arab countries could help to provide accurate answers to the following specific questions. These are indeed provocative questions but they are asked time and again by people around me. 1. Is it true that many arab countries don't recognize Israeli nationality ? That people with Israeli stamps on their passports can't enter arabic countries? 2. Is it true that arabic countries such as Jordan and Syria have undefined borders and that arab governments from 1948 until today have refused to state where the ultimate borders of their states should be? 3. Is it true that arab countires refused to sign the Chemical weapon convention treaty in Paris in 1993? 4. Is it true that in arab prisons there are a number of individuals which were tried in secret and for which their identities, the date of their trial and their imprisonment are state secrets ? 4a. Is it true that some arab countries, like Syria, harbor Nazi war criminals, and refuse to extradite them? 4b. Is it true that some arab countries, like Saudi Arabia, prohibit women from driving cars? 5. Is it true that Jews who reside in the Muslim countries are subject to different laws than Muslims? 6. Is it true that arab countries confiscated the property of entire Jewish communites forced to flee by anti-Jewish riots? 7. Is it true that Israel's Prime Minister, Y. Rabin, signed a chemical weapons treaty that no arab nation was willing to sign? 8. Is it true that Syrian Jews are required to leave a $10,000 deposit before leaving the country, and are no longer allowed to emmigrate, despite promises made by Hafez Assad to George Bush? 9. Is it true that Jews in Muslim lands are required to pay a special tax, for being Jews? 10. Is it true that Intercontinental Hotel in Jerusalem was built on a Jewish cemetary, with roads being paved over grave sites, and gravestones being used in Jordanian latrines? 11. Is it really cheesy and inappropriate to post lists of biased leading questions? 11a. Is it less appropriate if information implied in Mr. Davidsson's questions is highly misleading? Adam Adam Shostack adam@das.harvard.edu",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"There is no need to include the VAT from previous levels because the VAT is a ""difference"" tax...if the VAT is X%, than the amount of tax the government receives through all the levels is X% of the purchase price of the end consumer. At the intervening levels, only the difference between the VAT paid out and the VAT received is remitted to the government. A VAT is infinitely preferable to a retail sails tax...",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"#There is a big difference between running one's business #affairs, and actively ripping people off. And charging homosexuals more becuase people think that AIDS is a ""gay disease"" is actively ripping people off.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Well, does it change the fact that during the period of 1914 to 1920, the Armenian Government ordered, incited, assisted and participated in the genocide of 2.5 million Muslim people because of race, religion and national origin? Between 1914 and 1920, 2.5 million Turks perished of butchery at the hands of Armenians. The genocide involved not only the killing of innocents but their forcible deportation from the Russian Armenia. They were persecuted, banished, and slaughtered while much of Ottoman Army was engaged in World War I. The Genocide Treaty defines genocide as acting with a 'specific intent to destroy, in whole or in substantial part, a national, ethnic, racial or religious group.' History shows that the x-Soviet Armenian Government intended to eradicate the Muslim population. 2.5 million Turks and Kurds were exterminated by the Armenians. International diplomats in Ottoman Empire at the time - including U.S. Ambassador Bristol - denounced the x-Soviet Armenian Government's policy as a massacre of the Kurds, Turks, and Tartars. The blood-thirsty leaders of the x-Soviet Armenian Government at the time personally involved in the extermination of the Muslims. The Turkish genocide museums in Turkiye honor those who died during the Turkish massacres perpetrated by the Armenians. The eyewitness accounts and the historical documents established, beyond any doubt, that the massacres against the Muslim people during the war were planned and premeditated. The aim of the policy was clearly the extermination of all Turks in x-Soviet Armenian territories. The Muslims of Van, Bitlis, Mus, Erzurum and Erzincan districts and their wives and children have been taken to the mountains and killed. The massacres in Trabzon, Tercan, Yozgat and Adana were organized and perpetrated by the blood-thirsty leaders of the x-Soviet Armenian Government. The principal organizers of the slaughter of innocent Muslims were Dro, Antranik, Armen Garo, Hamarosp, Daro Pastirmadjian, Keri, Karakin, Haig Pajise-liantz and Silikian. Source: ""Bristol Papers"", General Correspondence: Container #32 - Bristol to Bradley Letter of September 14, 1920. ""I have it from absolute first-hand information that the Armenians in the Caucasus attacked Tartar (Turkish) villages that are utterly defenseless and bombarded these villages with artillery and they murder the inhabitants, pillage the village and often burn the village."" Serdar Argic",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"In pure speculation, I would guess cautions based on hazardous pre-launch ops would qualify. Something like ""Caution: SRBs have just been armed.""",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"vamilliron: Yes, Intel's PCI is (another) Local Bus standard, which can be used for graphics, although I believe Local Buses can be used for other things, too. As far as I know, though, PCI Local Bus would compete with VESA Local Bus, not the VESA graphics standard, but others more enlightened might be able to shed more light on this matter.",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I think the point is being missed - that it is apparantly acceptable for Big Government (Big Brother?) to use TANKS to control the people, as long as they don't use the BIG GUN (but everything else is allright...). Tanks deployed against civilians, let alone FIRING on them with crew served weaponry (a .50 Heavy Machine Gun is crew-served) is something both our press and government howl about instantly when done in some other country. Against civilians that have, at most, one-shot-at-a-time LIGHT small arms. Certainly nothing that places the people in or behind the tank in any real danger. Molotov coctails? A round from a rifle or pistol deals with anybody approaching with one of those. And ""snipers"" too often turn out to be strays from other cops/guard/army gunfire. I don't know about the other people in this group (or on the net) but the idea of tanks being used to control civilians, in anything that pretends to be a free society is outrageous. When Big Government feels it is necessary to use that kind of force to stomp out protests (even violent) of the citizens, that suggests that the government is totally out of control, since that is effectively the government declaring war on its own people. If the government was living up to its responsibility, government of the people BY THE PEOPLE, not the 'lords' and other elites who want to keep their good thing going, the citizens wouldn't feel the need to be resorting to acts that need to be squashed with a military boot. People do things like that because they have become convinced that it is the only option that remains, other attempts to have grievances redressed have been ignored. And yes, there is a criminal element that will exploit this, but the fact remains that the government has been unresponsive or such acts wouldn't be apt to happen. Still not an excuse to open up on civilians with tanks, heavy machine guns, or whatever. Its the old 'might makes right' philosophy that is the hallmark of a government going rogue: They don't like it? Tough. We will simply squash them under an iron boot. Actually addressing their grievances in other than token fashion with huge volumes of hot air is just too inconvenient... Sort of a variation on mushroom management: Keep them in the dark, Smother them with shit, and Crush them when ready... And these are the folks that many liberals are trying to arrange things so that they will have a MONOPOLY on coercive force (firearms that are than expensive toys...) by gutting the Bill of Rights (cuz it just isn't PROGRESSIVE or doesn't fit in with MODERN THINKING anymore)... Unbelievable. And I do believe amid the smoke, confusion, etc of a real riot situation, that it would be POSSIBLE for a tank to get away with firing the main gun into a building at close range? One would hear an explosion among many explosions. It is loud, but it is not going to stand out like a 1000 pound bomb or a tactical nuke. There would be a hole blown in the wall, and some rubble, but with tanks knocking over walls, and other sources of buildings turning into rubble, and other covering racket such as gunfire, including 50's tacking away, it would not stand out that much, and could be explained by ""musta been a gas leak... "". I think it could be done and not be reported under such conditions - it is POSSIBLE. It is not like a tank driving down a quiet street on a Sunday afternoon, turning and firing, you know. THAT would stand out, and be pretty impossible to cover up.",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Well, the fact of the matter is that poverty is imperfectly related to social and political instability, while economic inequality is much more strongly related. In virtually all major revolutions including England (the Puritan revolution), France, Russia and China, the revolutions occurred as economies were undergoing substantial long term growth and poverty was declining. What sets off revolutions is massive inequality coupled with a perception on the part of those at the bottom that social change is possible. If ""poverty (were) the main engine of social instability,"" this typical historical pattern would not hold. In fact, revolutions would have been far more typical before the nineteenth century than since that time. [Much deleted...] Sorry, buddy, but some other ""blowhards"" managed to include the ""general welfare"" in another portion of the constitution. Article I Section 8: ""The Congress shall have the power to lay and collect taxes...to pay the debts and provide for the common defence and GENERAL WELFARE of the United States..."" I guess they wanted to make sure everyone understood they meant what they said in the preamble. But as noted above, the constitution doesn't say that, does it? But since it explicitly includes both the general welfare and defense in Article I, Section 8, I guess you'll grant that botha are constitutional functions. Right? jsh",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"O I also would like code or algorithms to do this. In fact, I am interested in sources for code and/or algorithms that convert 2D graphical objects into other 2D graphical objects that will render into the same image. i.e. Bezier curves to B splines, or splines to circular arc segments, or B splines to polgons, etc...",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"From: Center for Policy Research <cpr> Subject: conf:mideast.levant Rights of children violated by the State of Israel (selected articles of the IV Geneva Convention of 1949) ------------------------------------------------------------- Article 31: No physical or moral coercion shall be exercised against protected persons, in particular to obtain information from them or from third parties. Article 32: The High Contracting Parties specifically agree that each of them is prohibited from taking any measure of such a character as to cause the physical suffering or extermination of protected persons in their hands. This prohibition applies not only to murder, torture, corporal punishment (...) but also to any other measures of brutality whether applied by civilian or military agents. Article 33: No protected person may be punished for an offence he or she has not personally committed. Collective penalties and likewise measures of intimidation or of terrorism are prohibited. Article 34: Taking of hostages is prohibited. Article 49: Individual or mass forcible transfers, as well as deportations of protected persons from occupied territory to the territory of the Occupying Power or to that of any other country, occupied or not, are prohibited, regardless of their motive. Article 50: The Occupying Power shall, with the cooperation of the national and local authorities, facilitate the proper working of all institutions devoted to the care and education of children. Article 53: Any destruction by the Occupying Power of real or personal property belonging individually or collectively to private persons, or to the State, or to other public authorities, or to social or cooperative organizations, is prohibited, except where such destruction is rendered absolutely necessary by military operations.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Why sell them at a low price to poor people immediately? The NRA is an educational organization too, after all, and it would be a shame to pay all that money for new guns when these cheap guns would allow a lot of money thus saved to be used in opening more classes. Mention that the NRA trains our boys in blue and you've got the media between a rock and a hard place. ""City pays $50 per gun to reduce crime."" or ""NRA to pay $50 per gun to provide training guns for police and citizens. Classes expanded with money saved.""",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"It seems to deter those who are executed from future criminal activity. Why don't you compare the rates at which blacks and whites commit crimes? Blacks commit crimes disproportionately, so in a perfectly fair penal system, blacks would be disproportionately represented. (Note: black vs. white crime rates is not a racial thing. It's probably an economic thing: poor people are more likely to commit crimes, and blacks are more likely to be poor. The way to reduce the proportion of minorities in prison is to increase the wealth of minorities.)",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I caught the tail end of a piece on NPR (National Public Radio) about Chomsky. Apparently there is a new documentary about him and his concepts on the propagandist news media of the West, or some such. The funny thing is that NPR painted Chomsky and the documentary in such a positive light, or at least ended the report in a positive way. The documentary is just now showing in a few cities in the US, and will open in more cities in June. Sorry, forgot the title.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"<YZKCU@CUNYVM.BITNET> Indeed Yaqouv, just like the ugly hatred spread by Kahane and Kahanists, right? Or they are exempt from condemnation, and allowed to hate? No, fool, not at all like hatred of one's sworn enemies, enemies who have said time and again that they mean to kill you, and have, by mur- dering innocent men, women and children, shown that they really mean it. The late rabbi never hated anyone merely for having been born into a par- ticular group, but he (and I) hate and would/will kill anyone who comes to kill Jews. I recall VERY well Rabbi Kahane's words to the Iraqis at a demonstration: ""You want peace? Here is our hand (holding out an open hand)! You don't want peace? Here is our hand (holding out a fist)!"" I know you'll answer me indirectly, it doesn't bother me a bit. Keep it up. Indirectly? The wonder of it is that I bother answering the likes of you at ALL! Steel (who's never pissed off). -- / .. / . /_______/_/__________/_/_/ _< /____/ /___ / .. /____/",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"> Lines: 13 > NNTP-Posting-Host: yfn.ysu.edu > > > > >Our little Goebbels, to those who forgot, is talking about an alleged > >""infection"" of ""fine Egyptian men"", by a ""Mossad agent caught spying > >with her father in Egypt"". As noted before, the women is a Muslim > >Israeli, she was not a spy, and she didn't infect anybody. > > The Jewish version of the story!! > > ""A Muslim Israeli."" I thought it is a Jewish State. > Hasn't it yet been defined up to this point? > This is a post from a hospital? The inmates from foam the cushion ward have net access!",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
